Title,Description,Price Range,Link,Image Path,Colors
Stanwell™,Blow-out 0.5 to 1.0 gpf urinal with top spud,$731.00,/en/products/commercial/shop-commercial-urinals/stanwwll-blow-out-0-5-to-1-0-gpf-w-top-spud-25048-et?skuId=25048-ET-0,kohler\K-25048-ET-0.jpg,"White,Biscuit,Black Black"
Tend™,Urinal with Mach® Tripoint® touchless 0.125 gpf HES-powered flushometer,"$1,071.35",/en/products/commercial/shop-commercial-urinals/tend-urinal-with-mach-tripoint-touchless-0-125-gpf-hes-powered-flushometer-pr20713-t1h?skuId=PR20713-T1H-NA,kohler\K-PR20713-T1H-NA.jpg,
Dexter™,Antimicrobial urinal with Mach® Tripoint® touchless 0.5 gpf HES-powered flushometer,"$1,094.90",/en/products/commercial/shop-commercial-urinals/dexter-antimicrobial-urinal-with-mach-tripoint-touchless-0-5-gpf-hes-powered-flushometer-pr5016-t2hs?skuId=PR5016-T2HS-NA,kohler\K-PR5016-T2HS-NA.jpg,
Dexter™,Siphon-jet wall-mount 0.5 or 1.0 gpf urinal with rear spud,$232.15,/en/products/commercial/shop-commercial-urinals/dexter-siphon-jet-wall-mount-1-2-gpf-urinal-with-rear-spud-5016-er?skuId=5016-ER-0,kohler\K-5016-ER-0.jpg,"White,Biscuit,Black Black"
Kingston™,"Wall-mount toilet bowl with rear spud, 1.28 or 1.6 gpf",$446.00,/en/products/commercial/shop-commercial-urinals/kingston-wall-mount-toilet-bowl-with-rear-spud-1-28-or-1-6-gpf-84454?skuId=84454-0,kohler\K-84454-0.jpg,White
Freshman™,Siphon-jet wall-mount 1 gpf urinal with top spud,$538.10,/en/products/commercial/shop-commercial-urinals/freshman-1-0-gpf-rear-inlet-urinal-4989-t?skuId=4989-T-0,kohler\K-4989-T-0.jpg,"White,Biscuit,Black Black"
Dexter™,Antimicrobial urinal with Mach® Tripoint® touchless 0.125 gpf HES-powered flushometer,"$1,096.05",/en/products/commercial/shop-commercial-urinals/dexter-antimicrobial-urinal-with-mach-tripoint-touchless-0-125-gpf-hes-powered-flushometer-pr5452-t1hs?skuId=PR5452-T1HS-NA,kohler\K-PR5452-T1HS-NA.jpg,
Bardon™,High-efficiency urinal with Mach® Tripoint® touchless 0.125 gpf HES-powered flushometer,"$1,173.80",/en/products/commercial/shop-commercial-urinals/bardon-high-efficiency-urinal-with-mach-tripoint-touchless-0-125-gpf-hes-powered-flushometer-pr4991-t1h?skuId=PR4991-T1H-NA,kohler\K-PR4991-T1H-NA.jpg,
Steward®,"Waterless 19-1/8"" wide x 31-7/8"" high x 15-7/8"" deep wall-mount urinal","$1,032.50",/en/products/commercial/shop-commercial-urinals/steward-waterless-19-1-8-wide-x-31-7-8-high-x-15-7-8-deep-wall-mount-urinal-4919?skuId=4919-0,kohler\K-4919-0.jpg,White
Bardon™,"High-Efficiency Urinal (HEU), washout, wall-hung, 0.125 gpf to 1.0 gpf, rear spud, antimicrobial",$392.35,/en/products/commercial/shop-commercial-urinals/bardon-high-efficiency-1-0-washdown-wall-hung-washdown-wall-u-gpf-to-rear-spud-antimicrobial-4991-erss?skuId=4991-ERSS-0,kohler\K-4991-ERSS-0.jpg,White
Tend™,Contemporary washout urinal with top spud,$243.60,/en/products/commercial/shop-commercial-urinals/tend-contemporary-washout-urinal-with-top-spud-20713-etss?skuId=20713-ETSS-0,kohler\K-20713-ETSS-0.jpg,White
Bardon™,High-efficiency urinal with Mach® Tripoint® touchless DC 0.5 gpf flushometer,"$1,007.30",/en/products/commercial/shop-commercial-urinals/bardon-high-efficiency-urinal-with-mach-tripoint-touchless-dc-0-5-gpf-flushometer-pr4991-t2d?skuId=PR4991-T2D-NA,kohler\K-PR4991-T2D-NA.jpg,
Tend™,Urinal with Mach® Tripoint® touchless 0.5 gpf HES-powered flushometer,"$1,071.35",/en/products/commercial/shop-commercial-urinals/tend-urinal-with-mach-tripoint-touchless-0-5-gpf-hes-powered-flushometer-pr20713-t2h?skuId=PR20713-T2H-NA,kohler\K-PR20713-T2H-NA.jpg,
Dexter™,High-efficiency urinal with Mach® Tripoint® touchless 0.125 gpf HES-powered flushometer,"$1,066.05",/en/products/commercial/shop-commercial-urinals/dexter-high-efficiency-urinal-with-mach-tripoint-touchless-0-125-gpf-hes-powered-flushometer-pr5452-t1h?skuId=PR5452-T1H-NA,kohler\K-PR5452-T1H-NA.jpg,
Bardon™,High-efficiency urinal with Mach® Tripoint® touchless 0.5 gpf HES-powered flushometer,"$1,173.80",/en/products/commercial/shop-commercial-urinals/bardon-high-efficiency-urinal-with-mach-tripoint-touchless-0-5-gpf-hes-powered-flushometer-pr4991-t2h?skuId=PR4991-T2H-NA,kohler\K-PR4991-T2H-NA.jpg,
Dexter™,High-efficiency urinal with Mach® Tripoint® touchless DC 0.5 gpf flushometer,$898.40,/en/products/commercial/shop-commercial-urinals/dexter-high-efficiency-urinal-with-mach-tripoint-touchless-dc-0-5-gpf-flushometer-pr5016-t2d?skuId=PR5016-T2D-NA,kohler\K-PR5016-T2D-NA.jpg,
Bardon™,High-efficiency urinal with Mach® Tripoint® touchless DC 0.125 gpf flushometer,"$1,007.30",/en/products/commercial/shop-commercial-urinals/bardon-high-efficiency-urinal-with-mach-tripoint-touchless-dc-0-125-gpf-flushometer-pr4991-t1d?skuId=PR4991-T1D-NA,kohler\K-PR4991-T1D-NA.jpg,
Dexter™,High-efficiency urinal with Mach® Tripoint® touchless DC 0.125 gpf flushometer,$899.55,/en/products/commercial/shop-commercial-urinals/dexter-high-efficiency-urinal-with-mach-tripoint-touchless-dc-0-125-gpf-flushometer-pr5452-t1d?skuId=PR5452-T1D-NA,kohler\K-PR5452-T1D-NA.jpg,
Steward®,"Hybrid high-efficiency urinal with 3/4"" top spud",$694.60,/en/products/commercial/shop-commercial-urinals/steward-hybrid-high-efficiency-urinal-with-3-4-top-spud-5244-et?skuId=5244-ET-0,kohler\K-5244-ET-0.jpg,"White,Black Black"
Bardon™,"High-Efficiency Urinal (HEU), washout, wall-hung, 0.125 gpf to 1.0 gpf, top spud, antimicrobial",$371.05,/en/products/commercial/shop-commercial-urinals/bardon-high-efficiency-1-0-washdown-wall-hung-washdown-wall-u-gpf-to-top-spud-antimicrobial-4991-etss?skuId=4991-ETSS-0,kohler\K-4991-ETSS-0.jpg,White
Steward®,"Waterless 11"" wide x 23-3/4"" high x 14-3/4"" deep wall-mount urinal",$756.05,/en/products/commercial/shop-commercial-urinals/steward-waterless-11-wide-x-23-3-4-high-x-14-3-4-deep-wall-mount-urinal-4917?skuId=4917-0,kohler\K-4917-0.jpg,"White,Black Black"
Stanwell™,Blow-out 0.5 to 1.0 gpf urinal with rear spud,$731.00,/en/products/commercial/shop-commercial-urinals/stanwwll-blow-out-0-5-to-1-0-gpf-w-rear-spud-25048-er?skuId=25048-ER-0,kohler\K-25048-ER-0.jpg,White
Dexter™,Washout wall-mount 0.125 gpf urinal with rear spud,$233.30,/en/products/commercial/shop-commercial-urinals/dexter-washdown-wall-mount-0-125-gpf-urinal-with-rear-spud-5452-er?skuId=5452-ER-0,kohler\K-5452-ER-0.jpg,"White,Biscuit,Black Black"
Waterless urinal maintenance balls,Waterless urinal maintenance balls,$114.20,/en/products/commercial/shop-commercial-urinals/waterless-urinal-maintenance-balls-4929?skuId=4929-NA,kohler\K-4929-NA.jpg,
"Kingston™ Wall-mount top-spud toilet bowl, 1.28 or 1.6 gpf","Wall-mount top-spud toilet bowl, 1.28 or 1.6 gpf",$446.00,/en/products/commercial/shop-commercial-urinals/kingston-wall-mount-top-spud-toilet-bowl-1-28-or-1-6-gpf-84434?skuId=84434-0,kohler\K-84434-0.jpg,"White,Black Black"
Tend™,Contemporary washout urinal with rear spud,$262.95,/en/products/commercial/shop-commercial-urinals/tend-contemporary-washout-urinal-with-rear-spud-20713-er?skuId=20713-ER-0,kohler\K-20713-ER-0.jpg,"White,Black Black"
Steward®,"Hybrid high-efficiency urinal with 1/2"" flexible rear supply hose",$694.60,/en/products/commercial/shop-commercial-urinals/steward-hybrid-high-efficiency-urinal-with-1-2-flexible-rear-supply-hose-5244-er?skuId=5244-ER-0,kohler\K-5244-ER-0.jpg,"White,Black Black"
Branham™,Full stall washout urinal with top spud,"$1,033.05",/en/products/commercial/shop-commercial-urinals/branham-full-stall-washdown-urinal-with-top-spud-25039-t?skuId=25039-T-0,kohler\K-25039-T-0.jpg,"White,Biscuit,Black Black"
Dexter™,Antimicrobial urinal with Mach® Tripoint® touchless DC 0.5 gpf flushometer,$928.40,/en/products/commercial/shop-commercial-urinals/dexter-antimicrobial-urinal-with-mach-tripoint-touchless-dc-0-5-gpf-flushometer-pr5016-t2ds?skuId=PR5016-T2DS-NA,kohler\K-PR5016-T2DS-NA.jpg,
Dexter™,Siphon-jet wall-mount 0.5 or 1.0 gpf urinal with top spud,$232.15,/en/products/commercial/shop-commercial-urinals/dexter-siphon-jet-wall-mount-1-2-gpf-urinal-with-top-spud-5016-et?skuId=5016-ET-0,kohler\K-5016-ET-0.jpg,"White,Biscuit,Black Black"
Bardon™,"Wall-hung rear-spud touchless urinal, 0.5 gpf",$750.00,/en/products/commercial/shop-commercial-urinals/bardon-wall-hung-rear-spud-touchless-urinal-0-5-gpf-32590?skuId=32590-0,kohler\K-32590-0.jpg,"White,Biscuit,Black Black"
Bardon™,"High-Efficiency Urinal (HEU), washout, wall-hung, 0.125 gpf to 1.0 gpf, top spud",$341.05,/en/products/commercial/shop-commercial-urinals/bardon-high-efficiency-urinal-heu-washdown-wall-hung-0-125-gpf-to-1-0-gpf-top-spud-4991-et?skuId=4991-ET-0,kohler\K-4991-ET-0.jpg,"White,Biscuit,Black Black"
Dexter™,"Washout wall-mount 0.125 gpf urinal with top spud, antimicrobial",$263.30,/en/products/commercial/shop-commercial-urinals/dexter-washout-wall-mount-0-125-gpf-urinal-w-top-spud-antimicrobial-5452-etss?skuId=5452-ETSS-0,kohler\K-5452-ETSS-0.jpg,White
Bardon™,"High-Efficiency Urinal (HEU), washout, wall-hung, 0.125 gpf to 1.0 gpf, rear spud",$362.35,/en/products/commercial/shop-commercial-urinals/bardon-high-efficiency-urinal-heu-washdown-wall-hung-0-125-gpf-to-1-0-gpf-rear-spud-4991-er?skuId=4991-ER-0,kohler\K-4991-ER-0.jpg,White
Dexter™,"Siphon-jet wall-mount 0.5 or 1.0 gpf urinal with top spud, antimicrobial",$262.15,/en/products/commercial/shop-commercial-urinals/dexter-siphon-jet-wall-mount-0-5-1-0-gpf-urinal-w-top-spud-antimicrobial-5016-etss?skuId=5016-ETSS-0,kohler\K-5016-ETSS-0.jpg,White
Dexter™,Washout wall-mount 0.125 gpf urinal with top spud,$233.30,/en/products/commercial/shop-commercial-urinals/dexter-washdown-wall-mount-0-125-gpf-urinal-with-top-spud-5452-et?skuId=5452-ET-0,kohler\K-5452-ET-0.jpg,"White,Biscuit,Black Black"
Tend™,Contemporary washout urinal with top spud,$238.60,/en/products/commercial/shop-commercial-urinals/tend-contemporary-washout-urinal-with-top-spud-20713-et?skuId=20713-ET-0,kohler\K-20713-ET-0.jpg,"White,Black Black"
Title,Description,Price Range,Link,Image Path,Colors
Kumin® Curve,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$2,573.00",/en/products/commercial/shop-commercial-faucets/kumin-curve-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181032-bk1?skuId=181032-BK1-CP,kohler\K-181032-BK1-CP.jpg,Polished Chrome
Purist®,Shelf-back commercial lavatory faucet with grid drain and lever handles,$504.10,/en/products/commercial/shop-commercial-faucets/purist-wall-mount-commercial-bathroom-sink-faucet-trim-with-9-90-degree-spout-and-insight-technology-t11839?skuId=T11839-CP,kohler\K-T11839-CP.jpg,"Polished Chrome,Vibrant Stainless"
Purist®,Wall-mount Touchless faucet trim with 35 degree spout,$504.10,/en/products/commercial/shop-commercial-faucets/purist-wall-mount-touchless-faucet-trim-with-35-degree-spout-t11840?skuId=T11840-CP,kohler\K-T11840-CP.jpg,Polished Chrome
Composed®,"Touchless lavatory faucet and soap dispenser with Kinesis® sensor technology, AC-powered, 0.5 gpm","$1,447.00",/en/products/commercial/shop-commercial-faucets/composed-touchless-lavatory-faucet-and-soap-dispenser-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181024-bc1?skuId=181024-BC1-CP,kohler\K-181024-BC1-CP.jpg,Polished Chrome
Oblo® Curve,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$2,573.00",/en/products/commercial/shop-commercial-faucets/oblo-curve-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181032-bb1?skuId=181032-BB1-CP,kohler\K-181032-BB1-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm widespread bathroom sink faucet with aerated flow and lever handles, drain not included",$267.25,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-widespread-bathroom-sink-faucet-with-aerated-flow-and-lever-handles-drain-not-included-800t20-4aka?skuId=800T20-4AKA-CP,kohler\K-800T20-4AKA-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm widespread bathroom sink faucet with aerated flow and wristblade handles, drain not included",$278.65,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-widespread-bathroom-sink-faucet-with-aerated-flow-and-wristblade-handles-drain-not-included-800t20-5aka?skuId=800T20-5AKA-CP,kohler\K-800T20-5AKA-CP.jpg,Polished Chrome
Components®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, DC-powered, 0.5 gpm",$875.00,/en/products/commercial/shop-commercial-faucets/components-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-dc-powered-0-5-gpm-104m36-sana?skuId=104M36-SANA-CP,kohler\K-104M36-SANA-CP.jpg,Polished Chrome
Gooseneck,"Touchless single-hole lavatory faucet with Insight™ sensor technology and temperature mixer, HES-powered, less drain, 0.35 gpm",$966.15,/en/products/commercial/shop-commercial-faucets/gooseneck-touchless-single-hole-lavatory-faucet-with-insight-sensor-technology-and-temperature-mixer-hes-powered-less-drain-0-35-gpm-7519-sata?skuId=7519-SATA-CP,kohler\K-7519-SATA-CP.jpg,Polished Chrome
Purist®,"Wall-mount touchless faucet trim with Insight™ technology and 8-1/4"" 35-degree spout, requires valve",$504.10,/en/products/commercial/shop-commercial-faucets/purist-wall-mount-commercial-bathroom-sink-faucet-trim-with-8-1-4-35-degree-spout-and-insight-technology-t11837?skuId=T11837-CP,kohler\K-T11837-CP.jpg,"Polished Chrome,Vibrant Stainless"
Geometric,"Touchless single-hole lavatory faucet with Insight™ sensor technology, HES-powered, less drain, 0.35 gpm",$851.95,/en/products/commercial/shop-commercial-faucets/geometric-touchless-single-hole-lavatory-faucet-with-insight-sensor-technology-hes-powered-less-drain-0-35-gpm-7516-sata?skuId=7516-SATA-CP,kohler\K-7516-SATA-CP.jpg,Polished Chrome
Composed®,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$3,834.00",/en/products/commercial/shop-commercial-faucets/composed-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181026-bc1?skuId=181026-BC1-CP,kohler\K-181026-BC1-CP.jpg,Polished Chrome
Oblo® Curve,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$3,834.00",/en/products/commercial/shop-commercial-faucets/oblo-curve-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181033-bb1?skuId=181033-BB1-CP,kohler\K-181033-BB1-CP.jpg,Polished Chrome
Triton® Bowe®,"1.8 gpm kitchen sink faucet with 8-3/16"" swing spout, aerated flow and wristblade handles",$292.95,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-8-bpm-kitchen-sink-faucet-with-8-3-16-swing-spout-aerated-flow-and-wristblade-handles-810t20-5afa?skuId=810T20-5AFA-CP,kohler\K-810T20-5AFA-CP.jpg,Polished Chrome
Kumin®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, AC-powered, 0.35 gpm",$457.75,/en/products/commercial/shop-commercial-faucets/kumin-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-ac-powered-0-35-gpm-103k36-sata?skuId=103K36-SATA-CP,kohler\K-103K36-SATA-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm widespread bathroom sink faucet with laminar flow and wristblade handles, drain not included",$278.65,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-widespread-bathroom-sink-faucet-with-laminar-flow-and-wristblade-handles-drain-not-included-800t20-5akl?skuId=800T20-5AKL-CP,kohler\K-800T20-5AKL-CP.jpg,Polished Chrome
Triton®,Lever handles for centerset base faucet,$74.45,/en/products/commercial/shop-commercial-faucets/triton-lever-handles-for-centerset-base-faucet-16010-4?skuId=16010-4-CP,kohler\K-16010-4-CP.jpg,Polished Chrome
Components®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, AC powered, 0.35 gpm",$850.00,/en/products/commercial/shop-commercial-faucets/components-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-ac-powered-0-35-gpm-103m36-sata?skuId=103M36-SATA-CP,kohler\K-103M36-SATA-CP.jpg,Polished Chrome
Triton® Bowe®,"0.5 gpm centerset bathroom sink faucet with laminar flow and lever handles, drain not included",$170.15,/en/products/commercial/shop-commercial-faucets/triton-bowe-0-5-gpm-centerset-bathroom-sink-faucet-with-laminar-flow-and-lever-handles-drain-not-included-400t20-4anl?skuId=400T20-4ANL-CP,kohler\K-400T20-4ANL-CP.jpg,Polished Chrome
Bedpan washer,Bedpan washer,$930.10,/en/products/commercial/shop-commercial-faucets/bedpan-washer-13925?skuId=13925-CP,kohler\K-13925-CP.jpg,Polished Chrome
Oblo®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, HES-powered, less drain, 0.5 gpm",$750.00,/en/products/commercial/shop-commercial-faucets/oblo-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-hes-powered-less-drain-0-5-gpm-106bb76-sbna?skuId=106BB76-SBNA-CP,kohler\K-106BB76-SBNA-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm centerset bathroom sink faucet with laminar flow and lever handles, drain not included",$170.15,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-centerset-bathroom-sink-faucet-with-laminar-flow-and-lever-handles-drain-not-included-400t20-4akl?skuId=400T20-4AKL-CP,kohler\K-400T20-4AKL-CP.jpg,Polished Chrome
Geometric,"Touchless single-hole lavatory faucet with Insight™ sensor technology, AC-powered, 0.5 gpm",$539.20,/en/products/commercial/shop-commercial-faucets/geometric-single-hole-touchless-ac-powered-commercial-bathroom-sink-faucet-with-insight-technology-temperature-mixer-and-6-3-4-spout-13469?skuId=13469-CP,kohler\K-13469-CP.jpg,Polished Chrome
Kumin® Curve,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$3,834.00",/en/products/commercial/shop-commercial-faucets/kumin-curve-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181031-bk1?skuId=181031-BK1-CP,kohler\K-181031-BK1-CP.jpg,Polished Chrome
Triton® Bowe®,"1.5 gpm kitchen sink faucet with 8-3/16"" swing spout, matching finish sidespray, aerated flow and wristblade handles",$355.20,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-5-gpm-kitchen-sink-faucet-matching-8-3-16-swing-spout-matching-finish-sidespray-aerated-flow-and-wristblade-handles-810t21-5aha?skuId=810T21-5AHA-CP,kohler\K-810T21-5AHA-CP.jpg,Polished Chrome
Triton® Bowe®,Service sink faucet,$472.05,/en/products/commercial/shop-commercial-faucets/triton-bowe-service-sink-faucet-838t60-4a?skuId=838T60-4A-CP,kohler\K-838T60-4A-CP.jpg,Polished Chrome
Composed®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, AC-powered, 0.35 gpm",$856.80,/en/products/commercial/shop-commercial-faucets/composed-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-ac-powered-0-35-gpm-103c36-sata?skuId=103C36-SATA-CP,kohler\K-103C36-SATA-CP.jpg,Polished Chrome
Triton®,"Wall-mount valve trim with standard handles, requires valve",$157.85,/en/products/commercial/shop-commercial-faucets/triton-wall-mount-valve-trim-with-standard-handles-requires-valve-t7744-2?skuId=T7744-2-CP,kohler\K-T7744-2-CP.jpg,Polished Chrome
Sculpted,"Touchless single-hole lavatory faucet with Insight™ sensor technology, HES-powered, less drain, 0.35 gpm",$811.30,/en/products/commercial/shop-commercial-faucets/sculpted-touchless-single-hole-lavatory-faucet-with-insight-sensor-technology-hes-powered-less-drain-0-35-gpm-7514-sata?skuId=7514-SATA-CP,kohler\K-7514-SATA-CP.jpg,Polished Chrome
Bedpan washer with double foot control mixing valves and integral stops,Bedpan washer with double foot control mixing valves and integral stops,"$1,349.50",/en/products/commercial/shop-commercial-faucets/bedpan-washer-with-double-foot-control-mixing-valves-and-integral-stops-13960?skuId=13960-CP,kohler\K-13960-CP.jpg,Polished Chrome
Double floor-mount foot control,Double floor-mount foot control,$586.80,/en/products/commercial/shop-commercial-faucets/double-floor-mount-foot-control-13808?skuId=13808-CP,kohler\K-13808-CP.jpg,Polished Chrome
Triton®,Wristblade lever handles for centerset base faucet,$119.95,/en/products/commercial/shop-commercial-faucets/triton-wristblade-lever-handles-for-centerset-base-faucet-16010-5?skuId=16010-5-CP,kohler\K-16010-5-CP.jpg,Polished Chrome
Composed®,"Touchless lavatory faucet and soap dispenser with Kinesis® sensor technology, AC-powered, 0.5 gpm","$1,447.00",/en/products/commercial/shop-commercial-faucets/composed-touchless-lavatory-faucet-and-soap-dispenser-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181029-bc1?skuId=181029-BC1-CP,kohler\K-181029-BC1-CP.jpg,Polished Chrome
Components®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, AC-powered, 1.5 gpm",$850.00,/en/products/commercial/shop-commercial-faucets/components-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-ac-powered-1-5-gpm-103m36-sahl?skuId=103M36-SAHL-CP,kohler\K-103M36-SAHL-CP.jpg,Polished Chrome
Strayt™,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, DC-powered, 0.35 gpm",$506.90,/en/products/commercial/shop-commercial-faucets/strayt-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-dc-powered-0-35-gpm-104s36-sata?skuId=104S36-SATA-CP,kohler\K-104S36-SATA-CP.jpg,Polished Chrome
Triton® Bowe®,"1.8 gpm kitchen sink faucet with 9-5/16"" gooseneck spout, matching finish sidespray, aerated flow and wristblade handles",$366.45,/en/products/commercial/shop-commercial-faucets/triton-bowe-faucet-lever-handles-gooseneck-810t71-4afa?skuId=810T71-4AFA-CP,kohler\K-810T71-4AFA-CP.jpg,Polished Chrome
Oblo®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, AC-powered, less drain, 0.5 gpm",$450.00,/en/products/commercial/shop-commercial-faucets/oblo-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-ac-powered-less-drain-0-5-gpm-103bb76-sbna?skuId=103BB76-SBNA-CP,kohler\K-103BB76-SBNA-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Triton® Bowe®,"1.8 gpm kitchen sink faucet with 8-3/16"" swing spout, matching finish sidespray, aerated flow and wristblade handles",$355.20,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-8-gpm-kitchen-sink-faucet-matching-8-3-16-swing-spout-matching-finish-sidespray-aerated-flow-and-wristblade-handles-810t21-5afa?skuId=810T21-5AFA-CP,kohler\K-810T21-5AFA-CP.jpg,Polished Chrome
Triton®,Cross handles for centerset base faucet,$74.45,/en/products/commercial/shop-commercial-faucets/triton-cross-handles-for-centerset-base-faucet-16010-3?skuId=16010-3-CP,kohler\K-16010-3-CP.jpg,Polished Chrome
Triton® Bowe®,"1.5 gpm kitchen sink faucet with 9-5/16"" gooseneck spout, matching finish sidespray, aerated flow and wristblade handles",$377.85,/en/products/commercial/shop-commercial-faucets/triton-bowe-faucet-blade-handles-gooseneck-810t71-5aha?skuId=810T71-5AHA-CP,kohler\K-810T71-5AHA-CP.jpg,Polished Chrome
Triton® Bowe®,"0.5 gpm widespread bathroom sink faucet with laminar flow and lever handles, drain not included",$267.25,/en/products/commercial/shop-commercial-faucets/triton-bowe-0-5-gpm-widespread-bathroom-sink-faucet-with-laminar-flow-and-lever-handles-drain-not-included-800t20-4anl?skuId=800T20-4ANL-CP,kohler\K-800T20-4ANL-CP.jpg,Polished Chrome
Gooseneck,"Touchless single-hole lavatory faucet with Insight™ sensor technology, DC-powered, less drain, 0.35 gpm",$579.95,/en/products/commercial/shop-commercial-faucets/gooseneck-touchless-single-hole-lavatory-faucet-with-insight-sensor-technology-dc-powered-less-drain-0-35-gpm-13473-sata?skuId=13473-SATA-CP,kohler\K-13473-SATA-CP.jpg,Polished Chrome
Oblo®,"Wall-mount touchless faucet with Kinesis® sensor technology, AC-powered",$629.50,/en/products/commercial/shop-commercial-faucets/oblo-wall-mount-faucet-w-kinesis-sensor-ac-powered-123b16-sana?skuId=123B16-SANA-CP,kohler\K-123B16-SANA-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Gooseneck,"Centerset commercial lavatory faucet with 1.5 gpm spray, flexible connections and 5"" lever handle, drain not included and lift-rod hole",$563.50,/en/products/commercial/shop-commercial-faucets/gooseneck-single-hole-touchless-ac-powered-commercial-faucet-with-insight-technology-13475?skuId=13475-CP,kohler\K-13475-CP.jpg,"Polished Chrome,Vibrant Stainless"
Triton® Bowe®,"1.0 gpm widespread bathroom sink faucet with laminar flow, gooseneck spout and lever handles, drain not included",$313.05,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-widespread-bathroom-sink-faucet-with-laminar-flow-gooseneck-spout-and-lever-handles-drain-not-included-800t70-4akl?skuId=800T70-4AKL-CP,kohler\K-800T70-4AKL-CP.jpg,Polished Chrome
Triton® Bowe®,Shelf-back bathroom sink faucet,$294.80,/en/products/commercial/shop-commercial-faucets/triton-bowe-shelf-back-bathroom-sink-faucet-521t21-4aea?skuId=521T21-4AEA-CP,kohler\K-521T21-4AEA-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm monoblock gooseneck bathroom sink faucet with laminar flow and wristblade handles, drain not included",$331.70,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-monoblock-gooseneck-bathroom-sink-faucets-with-laminar-flow-and-wristblade-handles-drain-not-included-100t70-5akl?skuId=100T70-5AKL-CP,kohler\K-100T70-5AKL-CP.jpg,Polished Chrome
Triton® Bowe®,"0.5 gpm widespread bathroom sink faucet with aerated flow, gooseneck spout and lever handles, drain not included",$313.05,/en/products/commercial/shop-commercial-faucets/triton-bowe-0-5-gpm-widespread-bathroom-sink-faucet-with-laminar-flow-gooseneck-spout-and-lever-handles-drain-not-included-800t70-4ana?skuId=800T70-4ANA-CP,kohler\K-800T70-4ANA-CP.jpg,Polished Chrome
Geometric,"Touchless single-hole lavatory faucet with Insight™ sensor technology and temperature mixer, AC-powered, 0.5 gpm",$604.45,/en/products/commercial/shop-commercial-faucets/geometric-single-hole-touchless-ac-powered-commercial-bathroom-sink-faucet-with-insight-technology-temperature-mixer-and-6-3-4-spout-13468?skuId=13468-CP,kohler\K-13468-CP.jpg,"Polished Chrome,Vibrant Stainless"
