Title,Description,Price Range,Link,Image Path,Colors
Verdera®,"34"" x 40"" medicine cabinet",$774.00,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-34-x-40-rectangular-framed-medicine-cabinet-28032?skuId=28032-NA,kohler\K-28032-NA.jpg,
Maxstow®,"17"" x 40"" lighted medicine cabinet",$494.10,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/maxstow-17-w-x-40-h-lighted-medicine-cabinet-81147-sle?skuId=81147-SLE-DA1,kohler\K-81147-SLE-DA1.jpg,Dark Anodized Aluminum
Embark™,"Premium XL 15"" x 26"" rectangular medicine cabinet",$184.01,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-premium-xl-15-x-26-rectangular-medicine-cabinet-56001?skuId=56001-NA,kohler\K-56001-NA.jpg,
Embark™,"Premium XL 15"" x 36"" rectangular medicine cabinet",$221.51,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-premium-xl-15-x-36-rectangular-medicine-cabinet-56550?skuId=56550-NA,kohler\K-56550-NA.jpg,
Embark™,"Slim 15"" x 26"" rectangular medicine cabinet",$139.01,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-slim-15-x-26-rectangular-medicine-cabinet-55061?skuId=55061-NA,kohler\K-55061-NA.jpg,
Verdera®,"15"" x 30"" capsule framed medicine cabinet",$468.75,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-15-x-30-capsule-framed-medicine-cabinet-35573?skuId=35573-BGL,kohler\K-35573-BGL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Embark™,"Slim 35"" x 26"" rectangular two-door medicine cabinet",$259.01,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-slim-35-x-26-rectangular-two-door-medicine-cabinet-55065?skuId=55065-NA,kohler\K-55065-NA.jpg,
Essential,"42"" round framed mirror",$531.56,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-42-round-mirror-31370?skuId=31370-CPL,kohler\K-31370-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Verdera®,"20"" x 40"" medicine cabinet",$527.25,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-20-x-40-rectangular-framed-medicine-cabinet-28030?skuId=28030-NA,kohler\K-28030-NA.jpg,
Embark™,"Premium XL 20"" x 31"" rectangular medicine cabinet",$228.75,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-premium-xl-20-x-31-rectangular-medicine-cabinet-56150?skuId=56150-NA,kohler\K-56150-NA.jpg,
Essential,"22"" x 60"" capsule decorative mirror",$623.44,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-22-x-60-capsule-decorative-mirror-31373?skuId=31373-CPL,kohler\K-31373-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Essential,"24"" x 36"" rectangular framed mirror",$318.75,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-24-x-36-rectangular-mirror-31364?skuId=31364-CPL,kohler\K-31364-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Maxstow®,"32"" x 40"" lighted medicine cabinet",$674.10,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/maxstow-32-w-x-40-h-lighted-medicine-cabinet-81149-sle?skuId=81149-SLE-DA1,kohler\K-81149-SLE-DA1.jpg,Dark Anodized Aluminum
Verdera®,"24"" x 30"" medicine cabinet",$494.10,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-24-w-x-30-h-aluminum-medicine-cabinet-with-adjustable-magnifying-mirror-and-slow-close-door-99007?skuId=99007-NA,kohler\K-99007-NA.jpg,
Catalan®,"24-1/8"" W x 36-1/8"" H aluminum single-door medicine cabinet with 107 degree hinge",$579.67,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/catalan-24-1-8-w-x-36-h-aluminum-single-door-medicine-cabinet-with-107-degree-hinge-2936-pg?skuId=2936-PG-SAA,kohler\K-2936-PG-SAA.jpg,Satin Anodized Aluminum
Verdera®,"15"" x 30"" rectangular framed medicine cabinet",$468.75,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-15-x-30-rectangular-framed-medicine-cabinet-35569?skuId=35569-CPL,kohler\K-35569-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Verdera®,"24"" round framed medicine cabinet",$450.00,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-24-round-framed-medicine-cabinet-35572?skuId=35572-BGL,kohler\K-35572-BGL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Essential,"20"" x 32"" arch framed mirror",$298.61,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-20-x-32-arch-framed-mirror-30638?skuId=30638-CPL,kohler\K-30638-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Catalan®,"24-1/8"" W x 36-1/8"" H aluminum single-door medicine cabinet with 170 degree hinge",$696.41,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/catalan-24-1-8-w-x-36-h-aluminum-single-door-medicine-cabinet-with-170-degree-hinge-2943-pg?skuId=2943-PG-SAA,kohler\K-2943-PG-SAA.jpg,Satin Anodized Aluminum
Verdera®,"24"" x 30"" medicine cabinet",$494.10,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-aluminum-medicine-cabinet-adjustable-flip-out-flat-mirror-24-w-30-h-99007-scf?skuId=99007-SCF-NA,kohler\K-99007-SCF-NA.jpg,
Embark™,"Slim 30"" x 26"" rectangular two-door medicine cabinet",$229.16,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-slim-30-x-26-rectangular-two-door-medicine-cabinet-55064?skuId=55064-NA,kohler\K-55064-NA.jpg,
Essential,"30"" x 45"" rectangular framed mirror",$487.50,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-30-x-45-rectangular-mirror-31365?skuId=31365-CPL,kohler\K-31365-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Embark™,"Premium XL 20"" x 26"" rectangular medicine cabinet",$194.02,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-premium-xl-20-x-26-rectangular-medicine-cabinet-56002?skuId=56002-NA,kohler\K-56002-NA.jpg,
Verdera®,"20"" x 40"" capsule framed medicine cabinet",$506.25,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-20-x-40-capsule-framed-medicine-cabinet-35574?skuId=35574-BLL,kohler\K-35574-BLL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Embark™,"Premium XL 16"" x 20"" rectangular medicine cabinet",$144.00,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-premium-xl-16-x-20-rectangular-medicine-cabinet-56000?skuId=56000-NA,kohler\K-56000-NA.jpg,
Embark™,"Premium XL 30"" x 26"" rectangular two-door medicine cabinet",$274.01,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-premium-xl-30-x-26-rectangular-two-door-medicine-cabinet-56004?skuId=56004-NA,kohler\K-56004-NA.jpg,
Verdera®,"20"" x 30"" medicine cabinet",$404.10,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-aluminum-medicine-cabinet-adjustable-flip-out-flat-mirror-20-w-30-h-99003-scf?skuId=99003-SCF-NA,kohler\K-99003-SCF-NA.jpg,
Catalan®,"15"" W x 36-1/8"" H aluminum single-door medicine cabinet with 107 degree hinge",$362.29,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/catalan-15-w-x-36-h-aluminum-single-door-medicine-cabinet-with-107-degree-hinge-2913-pg?skuId=2913-PG-SAA,kohler\K-2913-PG-SAA.jpg,Satin Anodized Aluminum
Verdera®,"24"" x 30"" medicine cabinet",$404.14,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-24-w-x-30-h-aluminum-medicine-cabinet-99006?skuId=99006-NA,kohler\K-99006-NA.jpg,
Essential,"28"" x 60"" rectangular framed mirror",$562.50,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-28-x-60-rectangular-framed-mirror-31366?skuId=31366-CPL,kohler\K-31366-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Catalan®,"20-1/8"" W x 36-1/8"" H aluminum single-door medicine cabinet with 170 degree hinge",$599.77,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/catalan-20-1-8-w-x-36-h-aluminum-single-door-medicine-cabinet-with-170-degree-hinge-2939-pg?skuId=2939-PG-SAA,kohler\K-2939-PG-SAA.jpg,Satin Anodized Aluminum
Maxstow®,"22"" x 24"" lighted medicine cabinet",$404.10,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/maxstow-22-wx-24-h-lighted-medicine-cabinet-81145-sle?skuId=81145-SLE-DA1,kohler\K-81145-SLE-DA1.jpg,Dark Anodized Aluminum
Verdera®,"40"" x 30"" lighted medicine cabinet","$1,259.10",/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-lighted-medicine-cabinet-40-x-30-99011-tlc?skuId=99011-TLC-NA,kohler\K-99011-TLC-NA.jpg,
Embark™,"Premium XL 20"" x 36"" arch medicine cabinet",$247.50,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-premium-xl-20-x-36-arch-medicine-cabinet-56151?skuId=56151-NA,kohler\K-56151-NA.jpg,
Verdera®,"22"" x 34"" rectangular framed medicine cabinet",$487.50,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-22-x-34-rectangular-framed-medicine-cabinet-35570?skuId=35570-BGL,kohler\K-35570-BGL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Verdera®,"24"" x 40"" medicine cabinet",$557.25,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-24-x-40-rectangular-framed-medicine-cabinet-28031?skuId=28031-NA,kohler\K-28031-NA.jpg,
Catalan®,"20-1/8"" W x 36-1/8"" H aluminum single-door medicine cabinet with 107 degree hinge",$482.96,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/catalan-20-1-8-w-x-36-h-aluminum-single-door-medicine-cabinet-with-107-degree-hinge-2918-pg?skuId=2918-PG-SAA,kohler\K-2918-PG-SAA.jpg,Satin Anodized Aluminum
Essential,"32"" round framed mirror",$393.75,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-32-round-mirror-31368?skuId=31368-CPL,kohler\K-31368-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Verdera®,"20"" x 30"" medicine cabinet",$296.14,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-20-w-x-30-h-aluminum-medicine-cabinet-99002?skuId=99002-NA,kohler\K-99002-NA.jpg,
Essential,"28"" round framed mirror",$198.90,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-28-round-decorative-mirror-26050?skuId=26050-BGL,kohler\K-26050-BGL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Verdera®,"20"" x 30"" medicine cabinet",$404.10,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-20-w-x-30-h-aluminum-medicine-cabinet-with-adjustable-magnifying-mirror-and-slow-close-door-99003?skuId=99003-NA,kohler\K-99003-NA.jpg,
Essential,"24"" x 36"" arch framed mirror",$373.72,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-24-x-36-arch-framed-mirror-30637?skuId=30637-CPL,kohler\K-30637-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Verdera®,"24"" x 34"" oval framed medicine cabinet",$487.50,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-22-x-34-oval-framed-medicine-cabinet-35571?skuId=35571-BGL,kohler\K-35571-BGL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Embark™,"Premium XL 30"" x 36"" rectangular two-door medicine cabinet",$341.51,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/embark-premium-xl-30-x-36-rectangular-two-door-medicine-cabinet-56553?skuId=56553-NA,kohler\K-56553-NA.jpg,
Verdera®,"24"" x 30"" lighted medicine cabinet",$989.10,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/verdera-lighted-medicine-cabinet-24-x-30-99007-tlc?skuId=99007-TLC-NA,kohler\K-99007-TLC-NA.jpg,
Maxstow®,"22"" x 40"" lighted medicine cabinet",$584.10,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/maxstow-22-w-x-40-h-lighted-medicine-cabinet-81148-sle?skuId=81148-SLE-DA1,kohler\K-81148-SLE-DA1.jpg,Dark Anodized Aluminum
Essential,"20"" x 40"" capsule framed mirror",$219.11,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-20-x-40-capsule-decorative-mirror-26051?skuId=26051-BGL,kohler\K-26051-BGL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Castia™ by Studio McGee,"20"" x 30"" rectangular mirror",$350.25,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/castia-by-studio-mcgee-20-x-30-rectangular-mirror-34969?skuId=34969-CP,kohler\K-34969-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Essential,"36"" round framed mirror",$456.56,/en/products/mirrors-and-medicine-cabinets/shop-mirrors-and-medicine-cabinets/essential-36-round-mirror-31369?skuId=31369-CPL,kohler\K-31369-CPL.jpg,"Polished Chrome,Brushed Nickel,Moderne Brushed Gold,Matte Black"
Title,Description,Price Range,Link,Image Path,Colors
Atmo™,"13-7/8"" x 13-7/8"" bathroom exhaust fan with light",$249.75,/en/products/exhaust-fans/shop-exhaust-fans/atmo-13-7-8-x-13-7-8-bathroom-exhaust-fan-with-light-34455?skuId=34455-NA,kohler\K-34455-NA.jpg,
Atmo™,"13-7/8"" x 13-7/8"" bathroom exhaust fan",$199.50,/en/products/exhaust-fans/shop-exhaust-fans/atmo-13-7-8-x-13-7-8-bathroom-exhaust-fan-34454?skuId=34454-NA,kohler\K-34454-NA.jpg,
Title,Description,Price Range,Link,Image Path,Colors
Purist®,Pivoting toilet paper holder,$126.90,/en/products/bathroom-accessories/shop-bathroom-accessories/purist-pivoting-toilet-paper-holder-14377?skuId=14377-CP,kohler\K-14377-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Purist®,Towel ring,$131.06,/en/products/bathroom-accessories/shop-bathroom-accessories/purist-towel-ring-14441?skuId=14441-CP,kohler\K-14441-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Rose Gold,Vibrant Brushed Nickel"
Purist®,Robe hook,$59.81,/en/products/bathroom-accessories/shop-bathroom-accessories/purist-robe-hook-14443?skuId=14443-CP,kohler\K-14443-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Rose Gold,Vibrant Brushed Nickel"
Purist®,"24"" towel bar",$144.86,/en/products/bathroom-accessories/shop-bathroom-accessories/purist-24-towel-bar-14436?skuId=14436-CP,kohler\K-14436-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Rose Gold,Vibrant Brushed Nickel"
Composed®,Pivoting toilet paper holder,$111.90,/en/products/bathroom-accessories/shop-bathroom-accessories/composed-pivoting-toilet-paper-holder-73147?skuId=73147-CP,kohler\K-73147-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Castia™ by Studio McGee,"18"" towel bar",$123.75,/en/products/bathroom-accessories/shop-bathroom-accessories/castia-by-studio-mcgee-18-towel-bar-35925?skuId=35925-CP,kohler\K-35925-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Castia™ by Studio McGee,"24"" towel bar",$135.00,/en/products/bathroom-accessories/shop-bathroom-accessories/castia-by-studio-mcgee-24-towel-bar-35926?skuId=35926-CP,kohler\K-35926-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Title not found for product ID: No ID,Description not found,Price not found,/en/products/kohler-collections/studio-mcgee-collection/shop-castia-bath-faucet-and-accessory-collection,Image not found,
Castia™ by Studio McGee,Double robe hook,$60.00,/en/products/bathroom-accessories/shop-bathroom-accessories/castia-by-studio-mcgee-double-robe-hook-35927?skuId=35927-CP,kohler\K-35927-2MB.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Castia™ by Studio McGee,Towel ring,$101.25,/en/products/bathroom-accessories/shop-bathroom-accessories/castia-by-studio-mcgee-towel-ring-35928?skuId=35928-CP,kohler\K-35928-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Castia™ by Studio McGee,Toilet paper holder,$131.25,/en/products/bathroom-accessories/shop-bathroom-accessories/castia-by-studio-mcgee-toilet-paper-holder-35929?skuId=35929-CP,kohler\K-35929-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
